v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
-0.2850932,-0.2093359,-0.0767469,0.0230191,0.1793499,0.2640281,0.1522334,0.2872326,0.2813934,0.2362562,0.0
-0.2093359,-0.0767469,0.0230191,0.1793499,0.2640281,0.1522334,0.2872326,0.2813934,0.2362562,0.1426445,0.0
-0.0767469,0.0230191,0.1793499,0.2640281,0.1522334,0.2872326,0.2813934,0.2362562,0.1426445,0.1391601,0.0
0.0230191,0.1793499,0.2640281,0.1522334,0.2872326,0.2813934,0.2362562,0.1426445,0.1391601,0.2235173,0.0
0.1793499,0.2640281,0.1522334,0.2872326,0.2813934,0.2362562,0.1426445,0.1391601,0.2235173,0.1799823,0.0
0.2640281,0.1522334,0.2872326,0.2813934,0.2362562,0.1426445,0.1391601,0.2235173,0.1799823,0.126472,0.0
0.1522334,0.2872326,0.2813934,0.2362562,0.1426445,0.1391601,0.2235173,0.1799823,0.126472,-0.0130866,0.0
0.2872326,0.2813934,0.2362562,0.1426445,0.1391601,0.2235173,0.1799823,0.126472,-0.0130866,-0.0813642,0.0
0.2813934,0.2362562,0.1426445,0.1391601,0.2235173,0.1799823,0.126472,-0.0130866,-0.0813642,-0.1575562,0.0
0.2362562,0.1426445,0.1391601,0.2235173,0.1799823,0.126472,-0.0130866,-0.0813642,-0.1575562,-0.1638123,0.0
0.1426445,0.1391601,0.2235173,0.1799823,0.126472,-0.0130866,-0.0813642,-0.1575562,-0.1638123,-0.2180719,0.0
0.1391601,0.2235173,0.1799823,0.126472,-0.0130866,-0.0813642,-0.1575562,-0.1638123,-0.2180719,-0.1339312,0.0
0.2235173,0.1799823,0.126472,-0.0130866,-0.0813642,-0.1575562,-0.1638123,-0.2180719,-0.1339312,-0.0330774,0.0
0.1799823,0.126472,-0.0130866,-0.0813642,-0.1575562,-0.1638123,-0.2180719,-0.1339312,-0.0330774,-0.2550191,0.0
0.126472,-0.0130866,-0.0813642,-0.1575562,-0.1638123,-0.2180719,-0.1339312,-0.0330774,-0.2550191,-0.2959821,0.0
-0.0130866,-0.0813642,-0.1575562,-0.1638123,-0.2180719,-0.1339312,-0.0330774,-0.2550191,-0.2959821,-0.170465,0.0
-0.0813642,-0.1575562,-0.1638123,-0.2180719,-0.1339312,-0.0330774,-0.2550191,-0.2959821,-0.170465,-0.1948006,0.0
-0.1575562,-0.1638123,-0.2180719,-0.1339312,-0.0330774,-0.2550191,-0.2959821,-0.170465,-0.1948006,-0.1406128,0.0
-0.1638123,-0.2180719,-0.1339312,-0.0330774,-0.2550191,-0.2959821,-0.170465,-0.1948006,-0.1406128,-0.0189799,0.0
-0.2180719,-0.1339312,-0.0330774,-0.2550191,-0.2959821,-0.170465,-0.1948006,-0.1406128,-0.0189799,0.1684813,0.0
-0.1339312,-0.0330774,-0.2550191,-0.2959821,-0.170465,-0.1948006,-0.1406128,-0.0189799,0.1684813,0.3499947,0.0
-0.0330774,-0.2550191,-0.2959821,-0.170465,-0.1948006,-0.1406128,-0.0189799,0.1684813,0.3499947,0.293351,0.0
-0.2550191,-0.2959821,-0.170465,-0.1948006,-0.1406128,-0.0189799,0.1684813,0.3499947,0.293351,0.1999818,0.0
-0.2959821,-0.170465,-0.1948006,-0.1406128,-0.0189799,0.1684813,0.3499947,0.293351,0.1999818,0.1658227,0.0
-0.170465,-0.1948006,-0.1406128,-0.0189799,0.1684813,0.3499947,0.293351,0.1999818,0.1658227,0.13339,0.0
-0.1948006,-0.1406128,-0.0189799,0.1684813,0.3499947,0.293351,0.1999818,0.1658227,0.13339,0.0635417,0.0
-0.1406128,-0.0189799,0.1684813,0.3499947,0.293351,0.1999818,0.1658227,0.13339,0.0635417,0.2389884,0.0
-0.0189799,0.1684813,0.3499947,0.293351,0.1999818,0.1658227,0.13339,0.0635417,0.2389884,0.1174894,0.0
0.1684813,0.3499947,0.293351,0.1999818,0.1658227,0.13339,0.0635417,0.2389884,0.1174894,-0.1384945,0.0
0.3499947,0.293351,0.1999818,0.1658227,0.13339,0.0635417,0.2389884,0.1174894,-0.1384945,-0.1729957,0.0
0.293351,0.1999818,0.1658227,0.13339,0.0635417,0.2389884,0.1174894,-0.1384945,-0.1729957,-0.2637952,0.0
0.1999818,0.1658227,0.13339,0.0635417,0.2389884,0.1174894,-0.1384945,-0.1729957,-0.2637952,-0.2648223,0.0
0.1658227,0.13339,0.0635417,0.2389884,0.1174894,-0.1384945,-0.1729957,-0.2637952,-0.2648223,-0.3242663,0.0
0.13339,0.0635417,0.2389884,0.1174894,-0.1384945,-0.1729957,-0.2637952,-0.2648223,-0.3242663,-0.3226285,0.0
0.0635417,0.2389884,0.1174894,-0.1384945,-0.1729957,-0.2637952,-0.2648223,-0.3242663,-0.3226285,-0.2347419,0.0
0.2389884,0.1174894,-0.1384945,-0.1729957,-0.2637952,-0.2648223,-0.3242663,-0.3226285,-0.2347419,-0.1396439,0.0
0.1174894,-0.1384945,-0.1729957,-0.2637952,-0.2648223,-0.3242663,-0.3226285,-0.2347419,-0.1396439,-0.2614078,0.0
-0.1384945,-0.1729957,-0.2637952,-0.2648223,-0.3242663,-0.3226285,-0.2347419,-0.1396439,-0.2614078,-0.0484042,0.0
-0.1729957,-0.2637952,-0.2648223,-0.3242663,-0.3226285,-0.2347419,-0.1396439,-0.2614078,-0.0484042,0.1307529,0.0
-0.2637952,-0.2648223,-0.3242663,-0.3226285,-0.2347419,-0.1396439,-0.2614078,-0.0484042,0.1307529,0.0503821,0.0
